Name,Sector,URL,URL2
International Co. for Leasing SAE (ICLE),General Services,https://www.marketwatch.com/investing/Stock/ICLE?countryCode=EG,https://www.marketwatch.com/investing/stock/icle/download-data?countrycode=eg&mod=mw_quote_tab
International Co. for Medical Industries (ICMI),Medical Equipment/Supplies,https://www.marketwatch.com/investing/Stock/ICMI?countryCode=EG,https://www.marketwatch.com/investing/stock/icmi/download-data?countrycode=eg&mod=mw_quote_tab
Iron & Steel for Mines & Quarries (ISMQ),Iron/Steel,https://www.marketwatch.com/investing/Stock/ISMQ?countryCode=EG,https://www.marketwatch.com/investing/stock/ismq/download-data?countrycode=eg&mod=mw_quote_tab
Ismailia Development & Real Estate Co. (IDRE),Real Estate Developers,https://www.marketwatch.com/investing/Stock/IDRE?countryCode=EG,https://www.marketwatch.com/investing/stock/idre/download-data?countrycode=eg&mod=mw_quote_tab
Ismailia Misr Poultry Co. (ISMA),Farming,https://www.marketwatch.com/investing/Stock/ISMA?countryCode=EG,https://www.marketwatch.com/investing/stock/isma/download-data?countrycode=eg&mod=mw_quote_tab
Ismailia National Food Industries (INFI),Food Products,https://www.marketwatch.com/investing/Stock/INFI?countryCode=EG,https://www.marketwatch.com/investing/stock/infi/download-data?countrycode=eg&mod=mw_quote_tab
Juhayna Food Industries (JUFO),Food Products,https://www.marketwatch.com/investing/Stock/JUFO?countryCode=EG,https://www.marketwatch.com/investing/stock/jufo/download-data?countrycode=eg&mod=mw_quote_tab
Kafr El Zayat Pesticides & Chemicals (KZPC),Chemicals,https://www.marketwatch.com/investing/Stock/KZPC?countryCode=EG,https://www.marketwatch.com/investing/stock/kzpc/download-data?countrycode=eg&mod=mw_quote_tab
Lecico Egypt S.A.E. (LCSW),Building Materials/Products,https://www.marketwatch.com/investing/Stock/LCSW?countryCode=EG,https://www.marketwatch.com/investing/stock/lcsw/download-data?countrycode=eg&mod=mw_quote_tab
Macro Group Pharmaceutical SAE (MCRO),Personal Care Products/Appliances,https://www.marketwatch.com/investing/Stock/MCRO?countryCode=EG,https://www.marketwatch.com/investing/stock/mcro/download-data?countrycode=eg&mod=mw_quote_tab
Madinet Nasr Housing & Development Co. (MNHD),Real Estate Developers,https://www.marketwatch.com/investing/Stock/MNHD?countryCode=EG,https://www.marketwatch.com/investing/stock/mcro/download-data?countrycode=eg&mod=mw_quote_tab
Mansourah Poultry (MPCO),Farming,https://www.marketwatch.com/investing/Stock/MPCO?countryCode=EG,https://www.marketwatch.com/investing/stock/mpco/download-data?countrycode=eg&mod=mw_quote_tab
Maridive & Oil Services S.A.E. (MOIL),Oil & Gas Products/Services,https://www.marketwatch.com/investing/Stock/MOIL?countryCode=EG,https://www.marketwatch.com/investing/stock/moil/download-data?countrycode=eg&mod=mw_quote_tab
Marsa Marsa Alam for Tourism Development (MMAT),Hotels,https://www.marketwatch.com/investing/Stock/MMAT?countryCode=EG,https://www.marketwatch.com/investing/stock/mmat/download-data?countrycode=eg&mod=mw_quote_tab
Marseille Almasreia Alkhalegeya For Holding Investment (MAAL),Real Estate Developers,https://www.marketwatch.com/investing/Stock/MAAL?countryCode=EG,https://www.marketwatch.com/investing/stock/maal/download-data?countrycode=eg&mod=mw_quote_tab
MB for Engineering & Contracting (MBEN),Industrial Electronics,https://www.marketwatch.com/investing/Stock/MBEN?countryCode=EG,https://www.marketwatch.com/investing/stock/mben/download-data?countrycode=eg&mod=mw_quote_tab
Medical Packaging Co. (MEPA),Containers/Packaging,https://www.marketwatch.com/investing/Stock/MEPA?countryCode=EG,https://www.marketwatch.com/investing/stock/mepa/download-data?countrycode=eg&mod=mw_quote_tab
Memphis Pharmaceutical & Chemical Industries (MPCI),Pharmaceuticals,https://www.marketwatch.com/investing/Stock/MPCI?countryCode=EG,https://www.marketwatch.com/investing/stock/mpci/download-data?countrycode=eg&mod=mw_quote_tab
Mena Touristic & Real Estate Investments (MENA),Real Estate Developers,https://www.marketwatch.com/investing/Stock/MENA?countryCode=EG,https://www.marketwatch.com/investing/stock/mena/download-data?countrycode=eg&mod=mw_quote_tab
Middle & West Delta Flour Mills (WCDF),Food Products,https://www.marketwatch.com/investing/Stock/WCDF?countryCode=EG,https://www.marketwatch.com/investing/stock/wcdf/download-data?countrycode=eg&mod=mw_quote_tab
Middle Egypt Flour Mills (CEFM),Food Products,https://www.marketwatch.com/investing/Stock/CEFM?countryCode=EG,https://www.marketwatch.com/investing/stock/cefm/download-data?countrycode=eg&mod=mw_quote_tab
Minapharm Pharmaceuticals (MIPH),Pharmaceuticals,https://www.marketwatch.com/investing/Stock/MIPH?countryCode=EG,https://www.marketwatch.com/investing/stock/miph/download-data?countrycode=eg&mod=mw_quote_tab
Misr Beni Suef Cement Co. (MBSC),Building Materials/Products,https://www.marketwatch.com/investing/Stock/MBSC?countryCode=EG,https://www.marketwatch.com/investing/stock/mbsc/download-data?countrycode=eg&mod=mw_quote_tab
Misr Cement Co. Qena (MCQE),Building Materials/Products,https://www.marketwatch.com/investing/Stock/MCQE?countryCode=EG,https://www.marketwatch.com/investing/stock/mcqe/download-data?countrycode=eg&mod=mw_quote_tab
Misr Chemical Industries Co. (MICH),Chemicals,https://www.marketwatch.com/investing/Stock/MICH?countryCode=EG,https://www.marketwatch.com/investing/stock/mich/download-data?countrycode=eg&mod=mw_quote_tab
Misr Duty Free Shops (MFSC),Mixed Retailing,https://www.marketwatch.com/investing/Stock/MFSC?countryCode=EG,https://www.marketwatch.com/investing/stock/mfsc/download-data?countrycode=eg&mod=mw_quote_tab
Misr Fertilizers Production Co. (MFPC),Chemicals,https://www.marketwatch.com/investing/Stock/MFPC?countryCode=EG,https://www.marketwatch.com/investing/stock/mfpc/download-data?countrycode=eg&mod=mw_quote_tab
Misr Hotels Co. (MHOT),Hotels,https://www.marketwatch.com/investing/Stock/MHOT?countryCode=EG,https://www.marketwatch.com/investing/stock/mhot/download-data?countrycode=eg&mod=mw_quote_tab
Misr Kuwait Investment & Trading Co. (MKIT),Farming,https://www.marketwatch.com/investing/Stock/MKIT?countryCode=EG,https://www.marketwatch.com/investing/stock/mkit/download-data?countrycode=eg&mod=mw_quote_tab
Misr National Steel Ataqa (ATQA),Iron/Steel,https://www.marketwatch.com/investing/Stock/ATQA?countryCode=EG,https://www.marketwatch.com/investing/stock/atqa/download-data?countrycode=eg&mod=mw_quote_tab
Misr Oils & Soap Co. (MOSC),Food Products,https://www.marketwatch.com/investing/Stock/MOSC?countryCode=EG,https://www.marketwatch.com/investing/stock/mosc/download-data?countrycode=eg&mod=mw_quote_tab
MM Group Industrial & International Trade (In Kind) (MTIE),Wholesalers,https://www.marketwatch.com/investing/Stock/MTIE?countryCode=EG,https://www.marketwatch.com/investing/stock/mtie/download-data?countrycode=eg&mod=mw_quote_tab
Mohandes Insurance (MOIN),Insurance Brokering,https://www.marketwatch.com/investing/Stock/MOIN?countryCode=EG,https://www.marketwatch.com/investing/stock/moin/download-data?countrycode=eg&mod=mw_quote_tab
Naeem Holding Co. (NAHO),Investment Advisors,https://www.marketwatch.com/investing/Stock/NAHO?countryCode=EG,https://www.marketwatch.com/investing/stock/naho/download-data?countrycode=eg&mod=mw_quote_tab
National Housing for Professional Syndicates (NHPS),Real Estate Developers,https://www.marketwatch.com/investing/Stock/NHPS?countryCode=EG,https://www.marketwatch.com/investing/stock/nhps/download-data?countrycode=eg&mod=mw_quote_tab
Natural Gas & Mining Project (Egypt Gas) (EGAS),Upstream Oil & Gas,https://www.marketwatch.com/investing/Stock/EGAS?countryCode=EG,https://www.marketwatch.com/investing/stock/egas/download-data?countrycode=eg&mod=mw_quote_tab
Nile Co. for Pharmaceutical & Chemical Industries (NIPH),Pharmaceuticals,https://www.marketwatch.com/investing/Stock/NIPH?countryCode=EG,https://www.marketwatch.com/investing/stock/niph/download-data?countrycode=eg&mod=mw_quote_tab
North Cairo Mills Co. (MILS),Food Products,https://www.marketwatch.com/investing/Stock/MILS?countryCode=EG,https://www.marketwatch.com/investing/stock/mils/download-data?countrycode=eg&mod=mw_quote_tab
Northern Upper Egypt Development & Agricultural Production Co. (NEDA),Farming,https://www.marketwatch.com/investing/Stock/NEDA?countryCode=EG,https://www.marketwatch.com/investing/stock/neda/download-data?countrycode=eg&mod=mw_quote_tab
Nozha International Hospital (NINH),Healthcare Provision,https://www.marketwatch.com/investing/Stock/NINH?countryCode=EG,https://www.marketwatch.com/investing/stock/ninh/download-data?countrycode=eg&mod=mw_quote_tab
Obourland for Food Industries (OLFI),Food Products,https://www.marketwatch.com/investing/Stock/OLFI?countryCode=EG,https://www.marketwatch.com/investing/stock/olfi/download-data?countrycode=eg&mod=mw_quote_tab
October Pharma (OCPH),Pharmaceuticals,https://www.marketwatch.com/investing/Stock/OCPH?countryCode=EG,https://www.marketwatch.com/investing/stock/ocph/download-data?countrycode=eg&mod=mw_quote_tab
Odin Investments (ODIN),Investment Advisors,https://www.marketwatch.com/investing/Stock/ODIN?countryCode=EG,https://www.marketwatch.com/investing/stock/odin/download-data?countrycode=eg&mod=mw_quote_tab
Orascom Development Egypt (ORHD),Hotels,https://www.marketwatch.com/investing/Stock/ORHD?countryCode=EG,https://www.marketwatch.com/investing/stock/orhd/download-data?countrycode=eg&mod=mw_quote_tab
Orascom Financial Holding (OFH),Diversified Holding Companies,https://www.marketwatch.com/investing/Stock/OFH?countryCode=EG,https://www.marketwatch.com/investing/stock/ofh/download-data?countrycode=eg&mod=mw_quote_tab
Orascom Investment Holding SAE (OIH),Diversified Holding Companies,https://www.marketwatch.com/investing/Stock/OIH?countryCode=EG,https://www.marketwatch.com/investing/stock/oih/download-data?countrycode=eg&mod=mw_quote_tab
Oriental Weavers Group (ORWE),Housewares,https://www.marketwatch.com/investing/Stock/ORWE?countryCode=EG,https://www.marketwatch.com/investing/stock/orwe/download-data?countrycode=eg&mod=mw_quote_tab
Osool ESB Securities Brokerage (EBSC),Securities,https://www.marketwatch.com/investing/Stock/EBSC?countryCode=EG,https://www.marketwatch.com/investing/stock/ebsc/download-data?countrycode=eg&mod=mw_quote_tab
Paints & Chemical Industries Co. (PACH),Building Materials/Products,https://www.marketwatch.com/investing/Stock/PACH?countryCode=EG,https://www.marketwatch.com/investing/stock/pach/download-data?countrycode=eg&mod=mw_quote_tab
Palm Hills Development Co. S.A.E. (PHDC),Real Estate Developers,https://www.marketwatch.com/investing/Stock/PHDC?countryCode=EG,https://www.marketwatch.com/investing/stock/phdc/download-data?countrycode=eg&mod=mw_quote_tab
Pioneers Properties for Urban Development (PRDC),Real Estate Developers,https://www.marketwatch.com/investing/Stock/PRDC?countryCode=EG,https://www.marketwatch.com/investing/stock/prdc/download-data?countrycode=eg&mod=mw_quote_tab
Prime Holding (PRMH),Investment Advisors,https://www.marketwatch.com/investing/Stock/PRMH?countryCode=EG,https://www.marketwatch.com/investing/stock/prmh/download-data?countrycode=eg&mod=mw_quote_tab
Pyramisa Hotels & Touristic Villages (PHTV),Hotels,https://www.marketwatch.com/investing/Stock/PHTV?countryCode=EG,https://www.marketwatch.com/investing/stock/phtv/download-data?countrycode=eg&mod=mw_quote_tab
Qatar National Bank Alahly (QNBA),Banking,https://www.marketwatch.com/investing/Stock/QNBA?countryCode=EG,https://www.marketwatch.com/investing/stock/qnba/download-data?countrycode=eg&mod=mw_quote_tab
Rakta Paper Manufacturing (RAKT),Paper/Pulp,https://www.marketwatch.com/investing/Stock/RAKT?countryCode=EG,https://www.marketwatch.com/investing/stock/rakt/download-data?countrycode=eg&mod=mw_quote_tab
Raya Contact Center Co. (RACC),Diversified Business Services,https://www.marketwatch.com/investing/Stock/RACC?countryCode=EG,https://www.marketwatch.com/investing/stock/racc/download-data?countrycode=eg&mod=mw_quote_tab
Raya Holding for Financial Investments (RAYA),Computer Services,https://www.marketwatch.com/investing/Stock/RAYA?countryCode=EG,https://www.marketwatch.com/investing/stock/raya/download-data?countrycode=eg&mod=mw_quote_tab
Reacap Financial Investments (REAC),Investment Advisors,https://www.marketwatch.com/investing/Stock/REAC?countryCode=EG,https://www.marketwatch.com/investing/stock/reac/download-data?countrycode=eg&mod=mw_quote_tab
REKAZ Financial Holding (RKAZ),Finance Companies,https://www.marketwatch.com/investing/Stock/RKAZ?countryCode=EG,https://www.marketwatch.com/investing/stock/rkaz/download-data?countrycode=eg&mod=mw_quote_tab
Remco for Touristic Villages Construction (RTVC),Hotels,https://www.marketwatch.com/investing/Stock/RTVC?countryCode=EG,https://www.marketwatch.com/investing/stock/rtvc/download-data?countrycode=eg&mod=mw_quote_tab
Rowad Tourism (Al Rowad) (ROTO),Tourism,https://www.marketwatch.com/investing/Stock/ROTO?countryCode=EG,https://www.marketwatch.com/investing/stock/roto/download-data?countrycode=eg&mod=mw_quote_tab
Rubex International for Plastic & Acrylic Manufacturing (RUBX),Building Materials/Products,https://www.marketwatch.com/investing/Stock/RUBX?countryCode=EG,https://www.marketwatch.com/investing/stock/rubx/download-data?countrycode=eg&mod=mw_quote_tab
Sabaa International Co. for Pharmaceutical & Chemical (SIPC),Pharmaceuticals,https://www.marketwatch.com/investing/Stock/SIPC?countryCode=EG,https://www.marketwatch.com/investing/stock/sipc/download-data?countrycode=eg&mod=mw_quote_tab
Samad Misr-EGYFERT (SMFR),Chemicals,https://www.marketwatch.com/investing/Stock/SMFR?countryCode=EG,https://www.marketwatch.com/investing/stock/smfr/download-data?countrycode=eg&mod=mw_quote_tab
Saudi Egyptian Investment & Finance (SEIG),Investment Advisors,https://www.marketwatch.com/investing/Stock/SEIG?countryCode=EG,https://www.marketwatch.com/investing/stock/seig/download-data?countrycode=eg&mod=mw_quote_tab
Sharkia National Food (SNFC),Food Products,https://www.marketwatch.com/investing/Stock/SNFC?countryCode=EG,https://www.marketwatch.com/investing/stock/snfc/download-data?countrycode=eg&mod=mw_quote_tab
Sharm Dreams Co. for Tourism Investment (SDTI),Hotels,https://www.marketwatch.com/investing/Stock/SDTI?countryCode=EG,https://www.marketwatch.com/investing/stock/sdti/download-data?countrycode=eg&mod=mw_quote_tab
Sidi Kerir Petrochemicals Co. (SKPC),Chemicals,https://www.marketwatch.com/investing/Stock/SKPC?countryCode=EG,https://www.marketwatch.com/investing/stock/skpc/download-data?countrycode=eg&mod=mw_quote_tab
Sinai Cement Co. (SCEM),Building Materials/Products,https://www.marketwatch.com/investing/Stock/SCEM?countryCode=EG,https://www.marketwatch.com/investing/stock/scem/download-data?countrycode=eg&mod=mw_quote_tab
Sixth of October Development & Investment Co. (OCDI),Real Estate Developers,https://www.marketwatch.com/investing/Stock/OCDI?countryCode=EG,https://www.marketwatch.com/investing/stock/ocdi/download-data?countrycode=eg&mod=mw_quote_tab
Societe Arabe Internationale de Banque (SAIB),Banking,https://www.marketwatch.com/investing/Stock/SAIB?countryCode=EG,https://www.marketwatch.com/investing/stock/saib/download-data?countrycode=eg&mod=mw_quote_tab
South Cairo & Giza Mills & Bakeries Co. (SCFM),Food Products,https://www.marketwatch.com/investing/Stock/SCFM?countryCode=EG,https://www.marketwatch.com/investing/stock/scfm/download-data?countrycode=eg&mod=mw_quote_tab
South Valley Cement (SVCE),Building Materials/Products,https://www.marketwatch.com/investing/Stock/SVCE?countryCode=EG,https://www.marketwatch.com/investing/stock/svce/download-data?countrycode=eg&mod=mw_quote_tab
Speed Medical SAE (SPMD),Healthcare Provision,https://www.marketwatch.com/investing/Stock/SPMD?countryCode=EG,https://www.marketwatch.com/investing/stock/spmd/download-data?countrycode=eg&mod=mw_quote_tab
Suez Canal Bank (CANA),Banking,https://www.marketwatch.com/investing/Stock/CANA?countryCode=EG,https://www.marketwatch.com/investing/stock/cana/download-data?countrycode=eg&mod=mw_quote_tab
Suez Canal Co. for Technology Settling (SCTS),Software,https://www.marketwatch.com/investing/Stock/SCTS?countryCode=EG,https://www.marketwatch.com/investing/stock/scts/download-data?countrycode=eg&mod=mw_quote_tab
Taaleem Management Services (TALM),Consumer Services,https://www.marketwatch.com/investing/Stock/TALM?countryCode=EG,https://www.marketwatch.com/investing/stock/talm/download-data?countrycode=eg&mod=mw_quote_tab
Talaat Mostafa Group Holding (TMGH),Real Estate Developers,https://www.marketwatch.com/investing/Stock/TMGH?countryCode=EG,https://www.marketwatch.com/investing/stock/tmgh/download-data?countrycode=eg&mod=mw_quote_tab
Tanmiya for Real Estate Investment (TANM),Real Estate Developers,https://www.marketwatch.com/investing/Stock/TANM?countryCode=EG,https://www.marketwatch.com/investing/stock/tanm/download-data?countrycode=eg&mod=mw_quote_tab
Telecom Egypt S.A.E. (ETEL),Wired Telecommunications Services,https://www.marketwatch.com/investing/Stock/ETEL?countryCode=EG,https://www.marketwatch.com/investing/stock/etel/download-data?countrycode=eg&mod=mw_quote_tab
Tenth of Ramadan Pharmaceutical Industries & Diagnostic (RMDA),Pharmaceuticals,https://www.marketwatch.com/investing/Stock/RMDA?countryCode=EG,https://www.marketwatch.com/investing/stock/rmda/download-data?countrycode=eg&mod=mw_quote_tab
TransOceans Tours (TRTO),Tourism,https://www.marketwatch.com/investing/Stock/TRTO?countryCode=EG,https://www.marketwatch.com/investing/stock/trto/download-data?countrycode=eg&mod=mw_quote_tab
United Arab Shipping Co. (UASG),Water Transport/Shipping,https://www.marketwatch.com/investing/Stock/UASG?countryCode=EG,https://www.marketwatch.com/investing/stock/uasg/download-data?countrycode=eg&mod=mw_quote_tab
United Housing & Development (UNIT),Real Estate Developers,https://www.marketwatch.com/investing/Stock/UNIT?countryCode=EG,https://www.marketwatch.com/investing/stock/unit/download-data?countrycode=eg&mod=mw_quote_tab
Universal for Paper & Packaging Materials (UNIP),Containers/Packaging,https://www.marketwatch.com/investing/Stock/UNIP?countryCode=EG,https://www.marketwatch.com/investing/stock/unip/download-data?countrycode=eg&mod=mw_quote_tab
Upper Egypt Flour Mills (UEFM),Food Products,https://www.marketwatch.com/investing/Stock/UEFM?countryCode=EG,https://www.marketwatch.com/investing/stock/uefm/download-data?countrycode=eg&mod=mw_quote_tab
Utopia (UTOP),Real Estate Developers,https://www.marketwatch.com/investing/Stock/UTOP?countryCode=EG,https://www.marketwatch.com/investing/stock/utop/download-data?countrycode=eg&mod=mw_quote_tab
VertiKa for Industry & Trade (VERT),Software,https://www.marketwatch.com/investing/Stock/VERT?countryCode=EG,https://www.marketwatch.com/investing/stock/vert/download-data?countrycode=eg&mod=mw_quote_tab
Wadi Kom Ombo Land Reclamation (WKOL),Construction,https://www.marketwatch.com/investing/Stock/WKOL?countryCode=EG,https://www.marketwatch.com/investing/stock/wkol/download-data?countrycode=eg&mod=mw_quote_tab
Zahraa Maadi Investment & Development (ZMID),Real Estate Developers,https://www.marketwatch.com/investing/Stock/ZMID?countryCode=EG,https://www.marketwatch.com/investing/stock/zmid/download-data?countrycode=eg&mod=mw_quote_tab
